 2174.2439  1.000100
 2174.2661  1.000079
 2174.2871  1.000137
 2174.3079  1.000022
 2174.3286  1.000147
 2174.3496  1.000006
 2174.3704  1.000033
 2174.3911  0.999990
 2174.4121  1.000100
 2174.4329  0.999995
 2174.4536  1.000050
 2174.4746  0.999942
 2174.4954  1.000018
 2174.5161  0.999984
 2174.5371  1.000022
 2174.5579  1.000089
 2174.5786  0.999907
 2174.5996  1.000075
 2174.6204  0.999908
 2174.6411  0.999912
 2174.6621  0.999978
 2174.6829  0.999955
 2174.7036  0.999899
 2174.7246  0.999993
 2174.7454  0.999997
 2174.7661  0.999938
 2174.7871  1.000039
 2174.8079  1.000044
 2174.8286  1.000050
 2174.8496  0.999998
 2174.8704  1.000091
 2174.8911  1.000026
 2174.9121  1.000097
 2174.9329  1.000013
 2174.9536  1.000008
 2174.9746  0.999913
 2174.9954  1.000078
 2175.0161  0.999925
 2175.0371  1.000015
 2175.0579  0.999950
 2175.0786  1.000141
 2175.0996  0.999973
 2175.1204  0.999942
 2175.1411  1.000005
 2175.1621  0.999917
 2175.1829  0.999989
 2175.2036  1.000026
 2175.2246  0.999987
 2175.2454  0.999978
 2175.2661  1.000000
 2175.2871  1.000013
 2175.3079  0.999905
 2175.3286  0.999994
 2175.3496  1.000105
 2175.3704  0.999964
 2175.3911  1.000070
 2175.4121  1.000002
 2175.4329  0.999971
 2175.4536  1.000059
 2175.4746  1.000119
 2175.4954  0.999998
 2175.5161  1.000090
 2175.5371  0.999967
 2175.5579  1.000026
 2175.5786  0.999996
 2175.5996  1.000062
 2175.6204  1.000074
 2175.6411  1.000027
 2175.6621  1.000057
 2175.6829  1.000019
 2175.7036  0.999932
 2175.7246  0.999939
 2175.7454  0.999885
 2175.7661  0.999977
 2175.7871  0.999902
 2175.8079  0.999843
 2175.8289  0.999901
 2175.8496  0.999943
 2175.8704  0.999930
 2175.8914  0.999972
 2175.9121  0.999974
 2175.9329  1.000005
 2175.9539  0.999979
 2175.9746  0.999922
 2175.9954  1.000066
 2176.0164  0.999977
 2176.0371  1.000083
 2176.0579  1.000061
 2176.0789  1.000011
 2176.0996  0.999980
 2176.1204  1.000080
 2176.1414  1.000007
 2176.1621  1.000023
 2176.1829  1.000069
 2176.2039  1.000058
 2176.2246  1.000069
 2176.2454  0.999965
 2176.2664  1.000107
 2176.2871  1.000050
 2176.3079  1.000061
 2176.3289  1.000049
 2176.3496  1.000076
 2176.3704  0.999851
 2176.3914  1.000031
 2176.4121  0.999966
 2176.4329  0.999951
 2176.4539  1.000016
 2176.4746  0.999924
 2176.4954  0.999909
 2176.5164  1.000010
 2176.5371  1.000032
 2176.5579  0.999901
 2176.5789  0.999926
 2176.5996  1.000046
 2176.6204  0.999994
 2176.6414  0.999996
 2176.6621  1.000044
 2176.6829  1.000010
 2176.7039  1.000014
 2176.7246  0.999976
 2176.7454  1.000026
 2176.7664  0.999907
 2176.7871  0.999937
 2176.8079  1.000002
 2176.8289  1.000034
 2176.8496  0.999884
 2176.8704  1.000039
 2176.8914  1.000094
 2176.9121  1.000037
 2176.9329  0.999902
 2176.9539  1.000117
 2176.9746  0.999979
 2176.9954  1.000081
 2177.0164  1.000056
 2177.0371  0.999959
 2177.0579  0.999958
 2177.0789  0.999893
 2177.0996  0.999956
 2177.1204  0.999980
 2177.1414  0.999817
 2177.1621  0.999849
 2177.1829  0.999762
 2177.2039  0.999641
 2177.2246  0.999652
 2177.2454  0.999586
 2177.2664  0.999617
 2177.2871  0.999650
 2177.3079  0.999666
 2177.3289  0.999583
 2177.3496  0.999570
 2177.3704  0.999668
 2177.3914  0.999732
 2177.4121  0.999535
 2177.4329  0.999676
 2177.4551  0.999509
 2177.4761  0.999531
 2177.4968  0.999610
 2177.5176  0.999692
 2177.5386  0.999762
 2177.5593  0.999853
 2177.5801  0.999908
 2177.6011  0.999931
 2177.6218  1.000003
 2177.6426  0.999878
 2177.6636  0.999963
 2177.6843  0.999880
 2177.7051  0.999902
 2177.7261  0.999893
 2177.7468  0.999931
 2177.7676  0.999822
 2177.7886  0.999943
 2177.8093  1.000012
 2177.8301  0.999890
 2177.8511  0.999899
 2177.8718  1.000010
 2177.8926  0.999956
 2177.9136  0.999982
 2177.9343  1.000016
 2177.9551  0.999967
 2177.9761  1.000050
 2177.9968  1.000134
 2178.0176  1.000035
 2178.0386  0.999988
 2178.0593  1.000076
 2178.0801  1.000116
 2178.1011  1.000030
 2178.1218  1.000033
 2178.1426  1.000046
 2178.1636  0.999956
 2178.1843  1.000070
 2178.2051  1.000086
 2178.2261  0.999965
 2178.2468  0.999972
 2178.2676  1.000032
 2178.2886  1.000093
 2178.3093  0.999930
 2178.3301  1.000051
 2178.3511  1.000026
 2178.3718  0.999965
 2178.3926  0.999946
 2178.4136  0.999972
 2178.4343  0.999944
 2178.4551  1.000018
 2178.4761  0.999927
 2178.4968  1.000014
 2178.5176  0.999890
 2178.5386  0.999987
 2178.5593  1.000049
 2178.5801  1.000056
 2178.6011  1.000062
 2178.6218  1.000037
 2178.6426  1.000076
 2178.6636  1.000067
 2178.6843  1.000117
 2178.7051  1.000043
 2178.7261  1.000020
 2178.7468  1.000001
 2178.7676  0.999960
 2178.7886  0.999979
 2178.8093  1.000051
 2178.8301  0.999997
 2178.8511  1.000054
 2178.8718  0.999936
 2178.8926  0.999975
 2178.9136  0.999883
 2178.9343  1.000012
 2178.9551  0.999879
 2178.9761  0.999947
 2178.9968  1.000020
 2179.0176  0.999862
 2179.0386  0.999982
 2179.0593  1.000051
 2179.0801  0.999925
 2179.1011  1.000021
 2179.1218  0.999975
 2179.1426  0.999912
 2179.1636  0.999941
 2179.1843  0.999983
 2179.2051  0.999993
 2179.2261  0.999958
 2179.2468  0.999945
 2179.2676  1.000054
 2179.2886  1.000096
 2179.3093  1.000131
 2179.3301  1.000060
 2179.3511  1.000029
 2179.3718  1.000131
 2179.3926  1.000004
 2179.4136  1.000033
 2179.4343  0.999921
 2179.4551  0.999967
 2179.4761  0.999906
 2179.5066  0.999905
 2179.5273  0.999941
 2179.5481  1.000088
 2179.5691  1.000024
 2179.5898  1.000028
 2179.6106  1.000066
 2179.6316  1.000011
 2179.6523  0.999954
 2179.6731  1.000073
 2179.6941  1.000001
 2179.7148  1.000106
 2179.7356  0.999987
 2179.7566  1.000003
 2179.7773  0.999953
 2179.7981  1.000003
 2179.8191  0.999996
 2179.8398  0.999952
 2179.8606  0.999896
 2179.8816  0.999932
 2179.9023  0.999994
 2179.9231  0.999941
 2179.9441  0.999926
 2179.9648  0.999988
 2179.9856  1.000005
 2180.0066  1.000080
 2180.0273  1.000043
 2180.0483  1.000115
 2180.0691  1.000000
 2180.0898  1.000049
 2180.1108  1.000038
 2180.1316  0.999968
 2180.1523  0.999979
 2180.1733  1.000016
 2180.1941  0.999997
 2180.2148  1.000071
 2180.2358  0.999960
 2180.2566  1.000035
 2180.2773  0.999906
 2180.2983  0.999972
 2180.3191  0.999859
 2180.3398  0.999948
 2180.3608  0.999947
 2180.3816  1.000009
 2180.4023  1.000026
 2180.4233  0.999985
 2180.4441  0.999934
 2180.4648  1.000016
 2180.4858  1.000049
 2180.5066  1.000060
 2180.5273  1.000114
 2180.5483  1.000034
 2180.5691  1.000056
